country_code,postal_code,place_name,latitude,longitude
CZ,679 61,Vlkov,49.5849,16.5295
CZ,679 61,Lhota,49.4652,16.631
CZ,679 61,Slatinka,49.5757,16.572
CZ,679 61,Horní Smržov,49.6183,16.577
CZ,679 61,Skřib,49.5906,16.5438
CZ,679 61,Drvalovice,49.5654,16.65
CZ,679 61,Roubanina,49.6154,16.5941
CZ,679 61,Deštná,49.6126,16.5636
CZ,679 61,Chlum,49.5988,16.5935
CZ,679 61,Míchov,49.524,16.6158
CZ,679 61,Kněževísko,49.5478,16.5519
CZ,679 61,Babolky,49.5894,16.5799
CZ,679 61,Jasinov,49.5368,16.5303
CZ,679 61,Podolí,49.5307,16.6176
CZ,679 62,Dolní Poříčí,49.5715,16.4931
CZ,679 62,Prostřední Poříčí,49.5722,16.4975
CZ,679 62,Petrov,49.5337,16.4896
CZ,679 62,Lazinov,49.5638,16.5234
CZ,679 62,Horní Poříčí,49.5876,16.4773
CZ,679 62,Vřesice,49.5616,16.5002
CZ,679 62,Sulíkov,49.5466,16.4917
CZ,679 62,Vranová,49.554,16.5248
CZ,679 62,Křetín,49.5631,16.5044
CZ,679 63,Svárov,49.5918,16.6168
CZ,679 63,Velká Roudka,49.5964,16.6587
CZ,679 63,Uhřice,49.5951,16.735
CZ,679 63,Světlá,49.5659,16.7182
CZ,679 63,Skočova Lhota,49.6063,16.6497
CZ,679 63,Malá Roudka,49.6017,16.6445
CZ,679 63,Korbelova Lhota,49.5984,16.6678
CZ,679 63,Brťov,49.6174,16.64
CZ,679 63,Velké Opatovice,49.6124,16.6795
CZ,679 65,Skrchov,49.5777,16.5494
CZ,679 71,Tasovice,49.4959,16.4415
CZ,679 71,Lhota u Lysic,49.4697,16.4968
CZ,679 71,Hodonín,49.5012,16.4103
CZ,679 71,Kozárov,49.4438,16.4587
CZ,679 71,Lysice,49.4516,16.5372
CZ,679 71,Bedřichov,49.4612,16.4653
CZ,679 71,Lačnov,49.45,16.5038
CZ,679 71,Žerůtky,49.4403,16.5367
CZ,679 71,Kunice,49.4788,16.4907
CZ,679 71,Dlouhá Lhota,49.4287,16.5096
CZ,679 71,Štěchov,49.4523,16.5061
CZ,679 71,Býkovice,49.4302,16.5383
CZ,679 71,Kunčina Ves,49.447,16.4753
CZ,679 72,Sychotín,49.5049,16.4969
CZ,679 72,Kunštát,49.5065,16.5172
CZ,679 72,Újezd,49.5076,16.5395
CZ,679 72,Zbraslavec,49.4839,16.5284
CZ,679 72,Nýrov,49.5253,16.5426
CZ,679 72,Makov,49.5191,16.4837
CZ,679 72,Rudka,49.5206,16.5134
CZ,679 72,Hluboké u Kunštátu,49.5075,16.5147
CZ,679 72,Touboř,49.492,16.4961
CZ,679 73,Rozseč nad Kunštátem,49.5244,16.463
CZ,679 74,Jobova Lhota,49.5911,16.4414
CZ,679 74,Veselka,49.5792,16.4504
CZ,679 74,Olešnice,49.5576,16.4217
CZ,679 74,Křtěnov,49.545,16.4193
CZ,679 74,Lhota u Olešnice,49.5448,16.3907
CZ,679 74,Crhov,49.545,16.4347
CZ,679 74,Kněževes,49.587,16.4238
CZ,679 74,Rozsíčka,49.5523,16.467
CZ,679 74,Ústup,49.5649,16.4629
CZ,679 74,Louka,49.5292,16.431
CZ,679 75,Černovice,49.4835,16.4229
CZ,679 76,Drnovice,49.4693,16.5422
CZ,680 01,Hrádkov,49.4833,16.7
CZ,680 01,Chrudichromy,49.5029,16.628
CZ,680 01,Ludíkov,49.4554,16.7318
CZ,680 01,Boskovice,49.4875,16.66
CZ,680 01,Bačov,49.5262,16.6423
CZ,680 01,Kořenec,49.5303,16.7539
CZ,680 01,Vratíkov,49.5,16.7167
